frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,matricula_detectada,conf_matricula,texto_matricula,metodo_ocr,conf_ocr,mx1,my1,mx2,my2
851,car,0.475,476,1383,325,1437,362,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.775,479,1230,321,1320,391,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.44,487,1386,324,1447,369,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.626,447,1432,325,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.525,489,1362,323,1395,357,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.566,516,1344,322,1383,353,0,0.0,,none,0.0,-1,-1,-1,-1
851,car,0.368,342,1308,319,1346,348,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.479,476,1383,325,1437,362,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.721,479,1231,321,1323,391,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.443,487,1386,324,1447,369,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.631,447,1432,325,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.538,489,1362,323,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.569,516,1344,322,1383,352,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.294,342,1307,319,1345,348,0,0.0,,none,0.0,-1,-1,-1,-1
852,car,0.257,564,995,305,1085,344,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.476,476,1383,325,1437,362,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.761,479,1233,318,1324,393,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.446,487,1386,324,1448,370,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.608,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.553,489,1361,323,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.596,516,1345,322,1384,352,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.282,342,1310,319,1345,348,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.15,564,997,306,1084,343,0,0.0,,none,0.0,-1,-1,-1,-1
853,car,0.318,470,1427,325,1485,377,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.464,476,1383,325,1437,362,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.778,479,1234,318,1326,393,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.44,487,1387,324,1448,370,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.603,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.554,489,1361,323,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.589,516,1344,322,1385,352,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.206,342,1312,319,1344,348,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.148,564,997,306,1082,342,0,0.0,,none,0.0,-1,-1,-1,-1
854,car,0.307,470,1426,325,1483,377,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.481,476,1384,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.773,479,1234,317,1330,394,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.459,487,1387,324,1449,370,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.585,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.594,489,1360,323,1396,356,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.609,516,1344,322,1386,352,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.154,342,1313,319,1343,346,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.19,564,999,308,1062,342,0,0.0,,none,0.0,-1,-1,-1,-1
855,car,0.294,470,1425,325,1479,377,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.471,476,1384,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.807,479,1235,317,1331,394,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.452,487,1387,324,1449,370,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.576,447,1434,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.568,489,1361,323,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.614,516,1342,323,1386,353,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.143,342,1315,320,1342,346,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.18,564,997,307,1055,342,0,0.0,,none,0.0,-1,-1,-1,-1
856,car,0.282,470,1424,325,1474,377,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.476,476,1384,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.806,479,1236,317,1333,395,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.45,487,1388,323,1449,370,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.581,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.581,489,1360,323,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.61,516,1341,323,1386,353,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.183,564,996,307,1057,342,0,0.0,,none,0.0,-1,-1,-1,-1
857,car,0.283,470,1424,325,1473,377,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.473,476,1384,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.768,479,1236,316,1335,395,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.455,487,1388,323,1450,370,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.583,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.594,489,1360,323,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.614,516,1342,323,1386,353,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.104,564,996,306,1054,342,0,0.0,,none,0.0,-1,-1,-1,-1
858,car,0.288,470,1424,325,1474,377,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.487,476,1384,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.772,479,1236,317,1337,395,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.457,487,1388,323,1450,370,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.581,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.574,489,1360,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.596,516,1342,323,1386,353,0,0.0,,none,0.0,-1,-1,-1,-1
859,car,0.286,470,1424,325,1472,377,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.489,476,1384,324,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.771,479,1237,316,1339,396,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.446,487,1388,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.591,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.57,489,1359,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.568,516,1342,323,1387,352,0,0.0,,none,0.0,-1,-1,-1,-1
860,car,0.288,470,1425,325,1475,377,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.493,476,1383,324,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.749,479,1237,316,1342,397,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.443,487,1388,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.585,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.555,489,1362,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.526,516,1342,323,1387,352,0,0.0,,none,0.0,-1,-1,-1,-1
861,car,0.279,470,1425,325,1474,377,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.494,476,1384,325,1438,363,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.762,479,1238,316,1344,399,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.435,487,1388,323,1449,371,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.593,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.54,489,1362,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.499,516,1342,324,1387,353,0,0.0,,none,0.0,-1,-1,-1,-1
862,car,0.283,470,1426,324,1477,377,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.476,476,1384,325,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.773,479,1239,317,1346,401,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.427,487,1388,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.579,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.521,489,1360,325,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.465,516,1343,324,1388,353,0,0.0,,none,0.0,-1,-1,-1,-1
863,car,0.276,470,1425,325,1475,377,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.467,476,1384,325,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.786,479,1241,317,1348,402,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.428,487,1388,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.576,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.548,489,1357,324,1395,357,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.466,516,1343,324,1387,353,0,0.0,,none,0.0,-1,-1,-1,-1
864,car,0.275,470,1424,325,1474,377,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.459,476,1384,325,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.8,479,1242,317,1350,402,1,0.665,,none,0.0,1293,371,1312,382
865,car,0.392,487,1387,324,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.595,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.495,489,1360,325,1395,357,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.354,516,1343,324,1383,353,0,0.0,,none,0.0,-1,-1,-1,-1
865,car,0.292,470,1426,325,1484,377,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.462,476,1385,325,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.813,479,1242,316,1352,404,1,0.53,,cached,0.0,1294,372,1313,382
866,car,0.404,487,1388,324,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.586,447,1434,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.523,489,1360,325,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.405,516,1343,325,1385,353,0,0.0,,none,0.0,-1,-1,-1,-1
866,car,0.283,470,1427,324,1484,377,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.484,476,1385,325,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.81,479,1243,315,1355,404,1,0.574,,cached,0.0,1295,373,1314,383
867,car,0.414,487,1388,324,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.585,447,1434,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.52,489,1358,324,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.416,516,1343,325,1379,352,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.284,470,1427,324,1482,377,0,0.0,,none,0.0,-1,-1,-1,-1
867,car,0.344,583,1059,313,1127,345,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.486,476,1386,325,1438,363,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.818,479,1244,316,1358,405,1,0.36,,none,0.0,1298,375,1318,384
868,car,0.407,487,1388,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.585,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.486,489,1356,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.351,516,1344,325,1384,352,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.287,470,1427,324,1483,377,0,0.0,,none,0.0,-1,-1,-1,-1
868,car,0.426,583,1056,312,1125,345,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.482,476,1386,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.853,479,1245,315,1361,405,1,0.322,,cached,0.0,1299,375,1319,384
869,car,0.409,487,1388,323,1451,371,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.586,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.503,489,1353,324,1396,356,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.432,516,1345,324,1388,352,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.287,470,1427,324,1483,377,0,0.0,,none,0.0,-1,-1,-1,-1
869,car,0.443,583,1056,311,1129,344,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.467,476,1386,324,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.851,479,1245,316,1362,406,1,0.55,,cached,0.0,1300,376,1320,385
870,car,0.391,487,1389,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.602,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.506,489,1351,325,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.293,470,1428,324,1488,378,0,0.0,,none,0.0,-1,-1,-1,-1
870,car,0.535,583,1057,312,1131,345,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.468,476,1386,325,1438,362,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.849,479,1245,315,1365,408,1,0.379,,none,0.0,1303,378,1323,388
871,car,0.396,487,1389,323,1450,371,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.594,447,1433,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.476,489,1352,325,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.287,470,1428,324,1487,378,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.472,583,1058,312,1133,345,0,0.0,,none,0.0,-1,-1,-1,-1
871,car,0.372,516,1347,323,1391,353,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.464,476,1387,325,1438,363,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.853,479,1246,316,1367,412,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.393,487,1389,323,1451,371,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.592,447,1434,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.465,489,1352,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.295,470,1428,324,1487,378,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.431,583,1059,311,1134,345,0,0.0,,none,0.0,-1,-1,-1,-1
872,car,0.323,516,1349,323,1392,352,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.477,476,1386,325,1439,363,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.858,479,1246,316,1369,413,1,0.457,,cached,0.0,1305,379,1325,389
873,car,0.392,487,1389,323,1452,371,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.592,447,1434,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.425,489,1355,324,1397,357,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.294,470,1427,324,1485,378,0,0.0,,none,0.0,-1,-1,-1,-1
873,car,0.473,583,1059,312,1132,346,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.485,476,1387,325,1440,363,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.864,479,1246,316,1373,416,1,0.417,,none,0.0,1308,381,1330,392
874,car,0.403,487,1390,323,1453,371,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.58,447,1434,324,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.376,489,1358,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.297,470,1427,324,1482,378,0,0.0,,none,0.0,-1,-1,-1,-1
874,car,0.612,583,1060,313,1134,346,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.501,476,1388,324,1440,364,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.885,479,1247,316,1376,417,1,0.388,,cached,0.0,1309,381,1331,392
875,car,0.419,487,1391,323,1454,371,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.584,447,1434,324,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.339,489,1361,324,1397,357,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.293,470,1426,324,1481,378,0,0.0,,none,0.0,-1,-1,-1,-1
875,car,0.562,583,1062,313,1137,346,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.495,476,1389,325,1441,364,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.872,479,1250,317,1379,420,1,0.526,,cached,0.0,1310,382,1332,393
876,car,0.417,487,1391,323,1453,371,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.582,447,1434,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.33,489,1361,324,1396,357,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.294,470,1426,324,1481,378,0,0.0,,none,0.0,-1,-1,-1,-1
876,car,0.624,583,1065,313,1140,346,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.505,476,1389,325,1443,365,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.852,479,1249,315,1383,421,1,0.278,,none,0.0,1314,384,1337,396
877,car,0.447,487,1391,324,1454,371,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.581,447,1435,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.256,489,1363,323,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.284,470,1423,324,1475,378,0,0.0,,none,0.0,-1,-1,-1,-1
877,car,0.596,583,1067,312,1140,347,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.501,476,1388,325,1445,365,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.85,479,1250,316,1387,423,1,0.263,,cached,0.0,1315,384,1338,396
878,car,0.355,487,1393,324,1453,372,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.592,447,1435,325,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.21,489,1365,323,1396,356,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.288,470,1423,324,1474,378,0,0.0,,none,0.0,-1,-1,-1,-1
878,car,0.562,583,1070,312,1142,346,0,0.0,,none,0.0,-1,-1,-1,-1
879,car,0.499,476,1388,326,1446,365,0,0.0,,none,0.0,-1,-1,-1,-1
879,car,0.836,479,1250,316,1390,426,1,0.413,,cached,0.0,1317,385,1340,397
879,car,0.586,447,1435,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
879,car,0.164,489,1366,322,1395,356,0,0.0,,none,0.0,-1,-1,-1,-1
879,car,0.285,470,1420,325,1471,378,0,0.0,,none,0.0,-1,-1,-1,-1
879,car,0.564,583,1074,312,1142,346,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.498,476,1386,326,1446,365,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.917,479,1251,316,1396,428,1,0.58,,none,0.0,1321,389,1346,401
880,car,0.577,447,1435,324,1513,379,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.107,489,1367,322,1394,356,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.274,470,1417,324,1469,377,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.59,583,1077,313,1143,345,0,0.0,,none,0.0,-1,-1,-1,-1
880,car,0.45,487,1389,324,1455,371,0,0.0,,none,0.0,-1,-1,-1,-1
881,car,0.504,476,1382,325,1448,366,0,0.0,,none,0.0,-1,-1,-1,-1
881,car,0.86,479,1252,315,1399,429,1,0.314,,cached,0.0,1322,389,1347,401
881,car,0.566,447,1438,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
881,car,0.26,470,1414,324,1468,377,0,0.0,,none,0.0,-1,-1,-1,-1
881,car,0.624,583,1079,312,1145,346,0,0.0,,none,0.0,-1,-1,-1,-1
882,car,0.513,476,1381,325,1447,367,0,0.0,,none,0.0,-1,-1,-1,-1
882,car,0.885,479,1254,316,1402,431,1,0.421,,cached,0.0,1351,357,1374,377
882,car,0.569,447,1439,324,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
882,car,0.254,470,1413,324,1466,377,0,0.0,,none,0.0,-1,-1,-1,-1
882,car,0.596,583,1080,313,1146,346,0,0.0,,none,0.0,-1,-1,-1,-1
883,car,0.864,479,1256,315,1407,433,1,0.628,,none,0.0,1330,395,1355,407
883,car,0.568,447,1439,324,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
883,car,0.249,470,1414,325,1467,377,0,0.0,,none,0.0,-1,-1,-1,-1
883,car,0.506,583,1086,311,1150,344,0,0.0,,none,0.0,-1,-1,-1,-1
883,car,0.49,487,1386,324,1455,371,0,0.0,,none,0.0,-1,-1,-1,-1
884,car,0.841,479,1258,315,1411,433,1,0.271,,cached,0.0,1331,395,1357,407
884,car,0.569,447,1440,324,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
884,car,0.534,583,1086,310,1154,344,0,0.0,,none,0.0,-1,-1,-1,-1
884,car,0.463,487,1387,324,1455,370,0,0.0,,none,0.0,-1,-1,-1,-1
885,car,0.825,479,1260,315,1414,436,0,0.0,,none,0.0,-1,-1,-1,-1
885,car,0.584,447,1440,324,1512,380,0,0.0,,none,0.0,-1,-1,-1,-1
885,car,0.477,583,1089,310,1157,343,0,0.0,,none,0.0,-1,-1,-1,-1
885,car,0.481,487,1389,324,1455,370,0,0.0,,none,0.0,-1,-1,-1,-1
885,car,0.329,591,1432,325,1499,377,0,0.0,,none,0.0,-1,-1,-1,-1
886,car,0.812,479,1261,315,1420,438,1,0.419,,none,0.0,1340,400,1367,412
886,car,0.598,447,1442,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
886,car,0.5,583,1093,310,1159,343,0,0.0,,none,0.0,-1,-1,-1,-1
886,car,0.431,487,1393,324,1455,370,0,0.0,,none,0.0,-1,-1,-1,-1
886,car,0.27,591,1431,325,1489,377,0,0.0,,none,0.0,-1,-1,-1,-1
887,car,0.838,479,1261,316,1426,442,1,0.695,,cached,0.0,1341,401,1369,413
887,car,0.609,447,1442,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
887,car,0.55,583,1097,310,1160,343,0,0.0,,none,0.0,-1,-1,-1,-1
887,car,0.416,487,1397,324,1455,369,0,0.0,,none,0.0,-1,-1,-1,-1
887,car,0.28,591,1434,325,1496,377,0,0.0,,none,0.0,-1,-1,-1,-1
888,car,0.849,479,1262,317,1431,446,1,0.673,,cached,0.0,1344,402,1373,414
888,car,0.61,447,1441,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
888,car,0.566,583,1099,309,1162,343,0,0.0,,none,0.0,-1,-1,-1,-1
888,car,0.366,487,1399,323,1454,368,0,0.0,,none,0.0,-1,-1,-1,-1
889,car,0.872,479,1263,316,1439,449,1,0.796,,none,0.0,1351,405,1382,418
889,car,0.6,447,1442,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
889,car,0.532,583,1100,307,1165,345,0,0.0,,none,0.0,-1,-1,-1,-1
889,car,0.303,487,1404,323,1451,366,0,0.0,,none,0.0,-1,-1,-1,-1
890,car,0.868,479,1265,316,1445,452,1,0.821,,cached,0.0,1354,406,1385,419
890,car,0.611,447,1443,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
890,car,0.554,583,1101,306,1166,346,0,0.0,,none,0.0,-1,-1,-1,-1
890,car,0.275,487,1407,323,1451,366,0,0.0,,none,0.0,-1,-1,-1,-1
890,car,0.298,591,1440,325,1500,374,0,0.0,,none,0.0,-1,-1,-1,-1
891,car,0.895,479,1265,317,1452,455,1,0.823,,cached,0.0,1358,407,1389,421
891,car,0.574,447,1444,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
891,car,0.576,583,1103,306,1168,346,0,0.0,,none,0.0,-1,-1,-1,-1
891,car,0.218,487,1411,322,1452,366,0,0.0,,none,0.0,-1,-1,-1,-1
892,car,0.882,479,1267,317,1459,458,1,0.776,,none,0.0,1367,411,1400,426
892,car,0.564,447,1444,325,1514,380,0,0.0,,none,0.0,-1,-1,-1,-1
892,car,0.604,583,1105,307,1168,346,0,0.0,,none,0.0,-1,-1,-1,-1
892,car,0.325,599,1243,316,1280,341,0,0.0,,none,0.0,-1,-1,-1,-1
893,car,0.834,479,1269,317,1466,461,1,0.714,,cached,0.0,1370,412,1403,427
893,car,0.539,447,1451,325,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
893,car,0.645,583,1106,308,1170,346,0,0.0,,none,0.0,-1,-1,-1,-1
893,car,0.304,599,1243,316,1281,342,0,0.0,,none,0.0,-1,-1,-1,-1
894,car,0.868,479,1274,317,1475,467,1,0.753,,cached,0.0,1375,414,1408,429
894,car,0.514,447,1456,324,1513,380,0,0.0,,none,0.0,-1,-1,-1,-1
894,car,0.561,583,1108,307,1171,347,0,0.0,,none,0.0,-1,-1,-1,-1
894,car,0.274,599,1243,316,1283,342,0,0.0,,none,0.0,-1,-1,-1,-1
895,car,0.858,479,1276,317,1485,471,1,0.757,,none,0.0,1388,419,1422,433
895,car,0.516,447,1446,324,1514,380,0,0.0,,none,0.0,-1,-1,-1,-1
895,car,0.638,583,1109,308,1173,347,0,0.0,,none,0.0,-1,-1,-1,-1
895,car,0.342,599,1243,316,1284,341,0,0.0,,none,0.0,-1,-1,-1,-1
896,car,0.875,479,1278,317,1495,475,1,0.785,,cached,0.0,1391,420,1426,435
896,car,0.515,447,1453,325,1514,380,0,0.0,,none,0.0,-1,-1,-1,-1
896,car,0.599,583,1111,307,1175,346,0,0.0,,none,0.0,-1,-1,-1,-1
896,car,0.347,599,1243,316,1286,342,0,0.0,,none,0.0,-1,-1,-1,-1
897,car,0.884,479,1280,317,1503,479,1,0.796,,cached,0.0,1397,422,1432,438
897,car,0.475,447,1455,324,1513,381,0,0.0,,none,0.0,-1,-1,-1,-1
897,car,0.71,583,1112,308,1177,346,0,0.0,,none,0.0,-1,-1,-1,-1
897,car,0.433,599,1243,315,1287,343,0,0.0,,none,0.0,-1,-1,-1,-1
898,car,0.87,479,1283,316,1514,484,1,0.811,,none,0.0,1411,428,1449,445
898,car,0.384,447,1459,324,1513,382,0,0.0,,none,0.0,-1,-1,-1,-1
898,car,0.658,583,1113,308,1178,346,0,0.0,,none,0.0,-1,-1,-1,-1
898,car,0.396,599,1243,314,1287,343,0,0.0,,none,0.0,-1,-1,-1,-1
899,car,0.865,479,1286,316,1526,490,1,0.81,,cached,0.0,1416,430,1454,447
899,car,0.357,447,1465,323,1513,381,0,0.0,,none,0.0,-1,-1,-1,-1
899,car,0.709,583,1115,308,1180,347,0,0.0,,none,0.0,-1,-1,-1,-1
899,car,0.425,599,1243,313,1287,343,0,0.0,,none,0.0,-1,-1,-1,-1
900,car,0.861,479,1290,316,1539,495,1,0.793,,cached,0.0,1423,433,1463,450
900,car,0.15,447,1471,320,1516,368,0,0.0,,none,0.0,-1,-1,-1,-1
